RUN	NonFunctional.NFTDefinitionLayer.apiSimulation	apisimulation	1603236800562	 	3.0.2
USER	Positive: Fetch 10 pokemon characters and validate the schema	555	END	1603236856154	1603236856613
USER	Positive: Fetch 10 pokemon characters and validate the schema	560	START	1603236856654	1603236856654
REQUEST	556		GET /api/v2/pokemon/	1603236856263	1603236856706	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	556	END	1603236856253	1603236856706
USER	Positive: Fetch 10 pokemon characters and validate the schema	561	START	1603236856753	1603236856753
REQUEST	557		GET /api/v2/pokemon/	1603236856367	1603236856808	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	557	END	1603236856353	1603236856810
USER	Positive: Fetch 10 pokemon characters and validate the schema	562	START	1603236856852	1603236856852
REQUEST	558		GET /api/v2/pokemon/	1603236856464	1603236856905	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	558	END	1603236856452	1603236856905
USER	Positive: Fetch 10 pokemon characters and validate the schema	563	START	1603236856953	1603236856953
REQUEST	559		GET /api/v2/pokemon/	1603236856565	1603236857001	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	559	END	1603236856554	1603236857001
USER	Positive: Fetch 10 pokemon characters and validate the schema	564	START	1603236857053	1603236857053
REQUEST	560		GET /api/v2/pokemon/	1603236856666	1603236857105	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	560	END	1603236856654	1603236857104
USER	Positive: Fetch 10 pokemon characters and validate the schema	565	START	1603236857152	1603236857152
REQUEST	561		GET /api/v2/pokemon/	1603236856766	1603236857207	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	561	END	1603236856753	1603236857207
USER	Positive: Fetch 10 pokemon characters and validate the schema	566	START	1603236857253	1603236857253
REQUEST	562		GET /api/v2/pokemon/	1603236856866	1603236857306	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	562	END	1603236856852	1603236857307
USER	Positive: Fetch 10 pokemon characters and validate the schema	567	START	1603236857353	1603236857353
REQUEST	563		GET /api/v2/pokemon/	1603236856964	1603236857409	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	563	END	1603236856953	1603236857409
USER	Positive: Fetch 10 pokemon characters and validate the schema	568	START	1603236857454	1603236857454
REQUEST	564		GET /api/v2/pokemon/	1603236857066	1603236857511	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	564	END	1603236857053	1603236857511
USER	Positive: Fetch 10 pokemon characters and validate the schema	569	START	1603236857553	1603236857553
REQUEST	565		GET /api/v2/pokemon/	1603236857162	1603236857602	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	565	END	1603236857152	1603236857602
USER	Positive: Fetch 10 pokemon characters and validate the schema	570	START	1603236857652	1603236857652
REQUEST	566		GET /api/v2/pokemon/	1603236857264	1603236857715	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	566	END	1603236857253	1603236857714
USER	Positive: Fetch 10 pokemon characters and validate the schema	571	START	1603236857754	1603236857754
REQUEST	567		GET /api/v2/pokemon/	1603236857363	1603236857817	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	567	END	1603236857353	1603236857818
USER	Positive: Fetch 10 pokemon characters and validate the schema	572	START	1603236857852	1603236857852
REQUEST	568		GET /api/v2/pokemon/	1603236857465	1603236857904	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	568	END	1603236857454	1603236857905
USER	Positive: Fetch 10 pokemon characters and validate the schema	573	START	1603236857954	1603236857954
REQUEST	569		GET /api/v2/pokemon/	1603236857565	1603236858012	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	569	END	1603236857553	1603236858012
USER	Positive: Fetch 10 pokemon characters and validate the schema	574	START	1603236858053	1603236858053
REQUEST	570		GET /api/v2/pokemon/	1603236857665	1603236858111	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	570	END	1603236857652	1603236858111
USER	Positive: Fetch 10 pokemon characters and validate the schema	575	START	1603236858153	1603236858153
REQUEST	571		GET /api/v2/pokemon/	1603236857767	1603236858207	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	571	END	1603236857754	1603236858207
USER	Positive: Fetch 10 pokemon characters and validate the schema	576	START	1603236858255	1603236858255
REQUEST	572		GET /api/v2/pokemon/	1603236857864	1603236858300	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	572	END	1603236857852	1603236858300
USER	Positive: Fetch 10 pokemon characters and validate the schema	577	START	1603236858354	1603236858354
REQUEST	573		GET /api/v2/pokemon/	1603236857968	1603236858413	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	573	END	1603236857954	1603236858413
USER	Positive: Fetch 10 pokemon characters and validate the schema	578	START	1603236858453	1603236858453
REQUEST	574		GET /api/v2/pokemon/	1603236858065	1603236858504	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	574	END	1603236858053	1603236858505
USER	Positive: Fetch 10 pokemon characters and validate the schema	579	START	1603236858553	1603236858553
REQUEST	575		GET /api/v2/pokemon/	1603236858167	1603236858609	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	575	END	1603236858153	1603236858610
USER	Positive: Fetch 10 pokemon characters and validate the schema	580	START	1603236858653	1603236858653
REQUEST	576		GET /api/v2/pokemon/	1603236858267	1603236858704	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	576	END	1603236858255	1603236858703
USER	Positive: Fetch 10 pokemon characters and validate the schema	581	START	1603236858753	1603236858753
REQUEST	577		GET /api/v2/pokemon/	1603236858365	1603236858809	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	577	END	1603236858354	1603236858809
USER	Positive: Fetch 10 pokemon characters and validate the schema	582	START	1603236858853	1603236858853
REQUEST	578		GET /api/v2/pokemon/	1603236858464	1603236858901	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	578	END	1603236858453	1603236858901
USER	Positive: Fetch 10 pokemon characters and validate the schema	583	START	1603236858952	1603236858952
REQUEST	579		GET /api/v2/pokemon/	1603236858565	1603236859002	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	579	END	1603236858553	1603236859002
USER	Positive: Fetch 10 pokemon characters and validate the schema	584	START	1603236859055	1603236859055
REQUEST	580		GET /api/v2/pokemon/	1603236858664	1603236859111	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	580	END	1603236858653	1603236859112
USER	Positive: Fetch 10 pokemon characters and validate the schema	585	START	1603236859155	1603236859155
REQUEST	581		GET /api/v2/pokemon/	1603236858763	1603236859204	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	581	END	1603236858753	1603236859204
USER	Positive: Fetch 10 pokemon characters and validate the schema	586	START	1603236859255	1603236859255
REQUEST	582		GET /api/v2/pokemon/	1603236858863	1603236859300	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	582	END	1603236858853	1603236859300
USER	Positive: Fetch 10 pokemon characters and validate the schema	587	START	1603236859353	1603236859353
REQUEST	583		GET /api/v2/pokemon/	1603236858966	1603236859407	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	583	END	1603236858952	1603236859408
USER	Positive: Fetch 10 pokemon characters and validate the schema	588	START	1603236859455	1603236859455
REQUEST	584		GET /api/v2/pokemon/	1603236859066	1603236859508	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	584	END	1603236859055	1603236859508
USER	Positive: Fetch 10 pokemon characters and validate the schema	589	START	1603236859554	1603236859554
REQUEST	585		GET /api/v2/pokemon/	1603236859166	1603236859610	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	585	END	1603236859155	1603236859611
USER	Positive: Fetch 10 pokemon characters and validate the schema	590	START	1603236859655	1603236859655
REQUEST	586		GET /api/v2/pokemon/	1603236859270	1603236859714	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	586	END	1603236859255	1603236859713
USER	Positive: Fetch 10 pokemon characters and validate the schema	591	START	1603236859755	1603236859755
REQUEST	587		GET /api/v2/pokemon/	1603236859365	1603236859812	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	587	END	1603236859353	1603236859811
USER	Positive: Fetch 10 pokemon characters and validate the schema	592	START	1603236859855	1603236859855
REQUEST	588		GET /api/v2/pokemon/	1603236859469	1603236859917	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	588	END	1603236859455	1603236859917
USER	Positive: Fetch 10 pokemon characters and validate the schema	593	START	1603236859954	1603236859954
REQUEST	589		GET /api/v2/pokemon/	1603236859564	1603236860013	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	589	END	1603236859554	1603236860013
USER	Positive: Fetch 10 pokemon characters and validate the schema	594	START	1603236860054	1603236860054
REQUEST	590		GET /api/v2/pokemon/	1603236859669	1603236860124	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	590	END	1603236859655	1603236860135
USER	Positive: Fetch 10 pokemon characters and validate the schema	595	START	1603236860155	1603236860155
REQUEST	591		GET /api/v2/pokemon/	1603236859766	1603236860208	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	591	END	1603236859755	1603236860208
USER	Positive: Fetch 10 pokemon characters and validate the schema	596	START	1603236860253	1603236860253
REQUEST	592		GET /api/v2/pokemon/	1603236859867	1603236860310	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	592	END	1603236859855	1603236860309
USER	Positive: Fetch 10 pokemon characters and validate the schema	597	START	1603236860355	1603236860355
REQUEST	593		GET /api/v2/pokemon/	1603236859963	1603236860421	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	593	END	1603236859954	1603236860420
USER	Positive: Fetch 10 pokemon characters and validate the schema	598	START	1603236860454	1603236860454
REQUEST	594		GET /api/v2/pokemon/	1603236860068	1603236860512	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	594	END	1603236860054	1603236860513
USER	Positive: Fetch 10 pokemon characters and validate the schema	599	START	1603236860555	1603236860555
REQUEST	595		GET /api/v2/pokemon/	1603236860163	1603236860605	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	595	END	1603236860155	1603236860604
USER	Positive: Fetch 10 pokemon characters and validate the schema	600	START	1603236860653	1603236860653
REQUEST	596		GET /api/v2/pokemon/	1603236860271	1603236860714	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	596	END	1603236860253	1603236860714
REQUEST	597		GET /api/v2/pokemon/	1603236860364	1603236860812	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	597	END	1603236860355	1603236860811
REQUEST	598		GET /api/v2/pokemon/	1603236860461	1603236860907	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	598	END	1603236860454	1603236860907
REQUEST	599		GET /api/v2/pokemon/	1603236860567	1603236861007	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	599	END	1603236860555	1603236861008
REQUEST	600		GET /api/v2/pokemon/	1603236860664	1603236861106	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	600	END	1603236860653	1603236861106
